X,Y,Z,dx,dy,dz,Au_gpt,Cu_pct,density,LITO
620085,7780005,412.5,10,10,5,0.141,0.035,2.544,WASTE
620095,7780005,412.5,10,10,5,0.165,0.022,2.464,SHALE
620105,7780005,412.5,10,10,5,0.240,0.015,2.594,WASTE
620115,7780005,412.5,10,10,5,0.162,0.058,2.591,SHALE
620125,7780005,412.5,10,10,5,0.068,0.072,2.604,SHALE
620135,7780005,412.5,10,10,5,0.039,0.037,2.533,SHALE
620145,7780005,412.5,10,10,5,0.224,0.015,2.568,SHALE
620155,7780005,412.5,10,10,5,0.074,0.056,2.534,WASTE
620165,7780005,412.5,10,10,5,0.123,0.022,2.455,SHALE
620175,7780005,412.5,10,10,5,0.031,0.012,2.498,WASTE
620185,7780005,412.5,10,10,5,0.093,0.026,2.507,SHALE
620195,7780005,412.5,10,10,5,0.064,0.053,2.482,SHALE
620005,7780015,412.5,10,10,5,0.055,0.029,2.521,SHALE
620015,7780015,412.5,10,10,5,0.114,0.008,2.571,WASTE
620025,7780015,412.5,10,10,5,0.094,0.024,2.624,SHALE
620035,7780015,412.5,10,10,5,0.115,0.016,2.612,WASTE
620045,7780015,412.5,10,10,5,0.202,0.014,2.534,SHALE
620055,7780015,412.5,10,10,5,0.175,0.047,2.526,SHALE
620065,7780015,412.5,10,10,5,0.230,0.012,2.569,WASTE
620075,7780015,412.5,10,10,5,0.708,0.063,2.481,SHALE
620085,7780015,412.5,10,10,5,0.314,0.052,2.512,SHALE
620095,7780015,412.5,10,10,5,0.244,0.028,2.599,WASTE
620105,7780015,412.5,10,10,5,0.311,0.040,2.614,SHALE
620115,7780015,412.5,10,10,5,0.200,0.027,2.564,WASTE
620125,7780015,412.5,10,10,5,0.166,0.019,2.568,SHALE
620135,7780015,412.5,10,10,5,0.210,0.027,2.526,WASTE
620145,7780015,412.5,10,10,5,-9999,0.011,2.605,WASTE
620155,7780015,412.5,10,10,5,0.078,0.023,2.577,SHALE
620165,7780015,412.5,10,10,5,0.124,0.021,2.492,WASTE
620175,7780015,412.5,10,10,5,0.056,0.037,2.645,WASTE
620185,7780015,412.5,10,10,5,0.081,0.015,2.528,WASTE
620195,7780015,412.5,10,10,5,0.047,0.018,2.551,WASTE
620005,7780025,412.5,10,10,5,0.057,0.030,2.600,SHALE
620015,7780025,412.5,10,10,5,0.381,0.016,2.540,WASTE
620025,7780025,412.5,10,10,5,0.138,0.043,2.542,SHALE
620035,7780025,412.5,10,10,5,0.140,0.073,2.580,WASTE
620045,7780025,412.5,10,10,5,0.245,0.011,2.512,WASTE
620055,7780025,412.5,10,10,5,0.271,0.044,2.544,SHALE
620065,7780025,412.5,10,10,5,0.741,0.024,2.518,SHALE
620075,7780025,412.5,10,10,5,0.995,0.035,2.629,SHALE
620085,7780025,412.5,10,10,5,-9999,0.032,2.626,WASTE
620095,7780025,412.5,10,10,5,0.488,0.022,2.582,SHALE
620105,7780025,412.5,10,10,5,0.531,0.030,2.633,WASTE
620115,7780025,412.5,10,10,5,0.414,0.051,2.555,WASTE
620125,7780025,412.5,10,10,5,0.555,0.150,2.666,SHALE
620135,7780025,412.5,10,10,5,0.302,0.047,2.601,SHALE
620145,7780025,412.5,10,10,5,0.251,0.033,2.613,SHALE
620155,7780025,412.5,10,10,5,0.265,0.039,2.613,SHALE
620165,7780025,412.5,10,10,5,0.080,0.016,2.539,WASTE
620175,7780025,412.5,10,10,5,0.146,0.022,2.554,WASTE
620185,7780025,412.5,10,10,5,0.111,0.017,2.528,WASTE
620195,7780025,412.5,10,10,5,0.061,0.019,2.575,WASTE
620005,7780035,412.5,10,10,5,0.180,0.048,2.427,SHALE
620015,7780035,412.5,10,10,5,0.191,0.026,2.555,WASTE
620025,7780035,412.5,10,10,5,0.175,0.019,2.652,SHALE
620035,7780035,412.5,10,10,5,0.372,0.029,2.541,WASTE
620045,7780035,412.5,10,10,5,0.434,0.042,2.578,SHALE
620055,7780035,412.5,10,10,5,0.604,0.024,2.576,WASTE
620065,7780035,412.5,10,10,5,0.693,0.074,2.679,WASTE
620075,7780035,412.5,10,10,5,0.403,0.027,2.657,WASTE
620085,7780035,412.5,10,10,5,1.369,0.061,2.507,BIF
620095,7780035,412.5,10,10,5,0.860,0.085,2.615,SHALE
620105,7780035,412.5,10,10,5,1.197,0.064,2.577,BIF
620115,7780035,412.5,10,10,5,0.697,0.050,2.641,SHALE
620125,7780035,412.5,10,10,5,0.697,0.094,2.656,SHALE
620135,7780035,412.5,10,10,5,-9999,0.029,2.554,WASTE
620145,7780035,412.5,10,10,5,0.391,0.127,2.596,SHALE
620155,7780035,412.5,10,10,5,0.458,0.039,2.531,SHALE
620165,7780035,412.5,10,10,5,0.391,0.016,2.517,WASTE
620175,7780035,412.5,10,10,5,0.143,0.008,2.504,SHALE
620185,7780035,412.5,10,10,5,0.046,0.030,2.575,SHALE
620195,7780035,412.5,10,10,5,0.076,0.027,2.530,WASTE
620005,7780045,412.5,10,10,5,0.170,0.020,2.561,WASTE
620015,7780045,412.5,10,10,5,0.372,0.024,2.537,SHALE
620025,7780045,412.5,10,10,5,0.182,0.039,2.618,SHALE
620035,7780045,412.5,10,10,5,0.522,0.029,2.556,WASTE
620045,7780045,412.5,10,10,5,0.371,0.070,2.559,WASTE
620055,7780045,412.5,10,10,5,0.398,0.035,2.544,SHALE
620065,7780045,412.5,10,10,5,1.274,0.165,2.583,BIF
620075,7780045,412.5,10,10,5,0.836,0.062,2.722,SHALE
620085,7780045,412.5,10,10,5,1.370,0.168,2.557,BIF
620095,7780045,412.5,10,10,5,1.236,0.135,2.683,BIF
620105,7780045,412.5,10,10,5,1.183,0.165,2.726,BIF
620115,7780045,412.5,10,10,5,2.222,0.076,2.692,BIF
620125,7780045,412.5,10,10,5,0.702,0.137,2.577,SHALE
620135,7780045,412.5,10,10,5,0.539,0.083,2.654,SHALE
620145,7780045,412.5,10,10,5,0.366,0.030,2.594,WASTE
620155,7780045,412.5,10,10,5,0.788,0.097,2.607,SHALE
620165,7780045,412.5,10,10,5,0.594,0.050,2.565,SHALE
620175,7780045,412.5,10,10,5,0.316,0.017,2.470,SHALE
620185,7780045,412.5,10,10,5,0.170,0.035,2.668,WASTE
620195,7780045,412.5,10,10,5,0.208,0.024,2.596,WASTE
620005,7780055,412.5,10,10,5,0.289,0.018,2.499,WASTE
620015,7780055,412.5,10,10,5,0.257,0.039,2.536,WASTE
620025,7780055,412.5,10,10,5,0.757,0.034,2.562,SHALE
620035,7780055,412.5,10,10,5,0.527,0.038,2.617,WASTE
620045,7780055,412.5,10,10,5,0.597,0.049,2.585,WASTE
620055,7780055,412.5,10,10,5,1.245,0.181,2.550,BIF
620065,7780055,412.5,10,10,5,0.821,0.319,2.668,WASTE
620075,7780055,412.5,10,10,5,2.523,0.228,2.827,BIF
620085,7780055,412.5,10,10,5,1.540,0.080,2.679,BIF
620095,7780055,412.5,10,10,5,1.799,0.341,2.663,BIF
620105,7780055,412.5,10,10,5,1.322,0.076,2.659,BIF
620115,7780055,412.5,10,10,5,0.922,0.323,2.616,WASTE
620125,7780055,412.5,10,10,5,0.767,0.102,2.518,WASTE
620135,7780055,412.5,10,10,5,1.594,0.041,2.629,BIF
620145,7780055,412.5,10,10,5,-9999,0.070,2.573,BIF
620155,7780055,412.5,10,10,5,0.315,0.042,2.590,WASTE
620165,7780055,412.5,10,10,5,0.642,0.041,2.550,SHALE
620175,7780055,412.5,10,10,5,0.240,0.042,2.598,SHALE
620185,7780055,412.5,10,10,5,0.248,0.023,2.565,SHALE
620195,7780055,412.5,10,10,5,0.090,0.035,2.586,SHALE
620005,7780065,412.5,10,10,5,0.307,0.038,2.528,WASTE
620015,7780065,412.5,10,10,5,0.378,0.033,2.543,WASTE
620025,7780065,412.5,10,10,5,0.615,0.039,2.645,SHALE
620035,7780065,412.5,10,10,5,1.870,0.060,2.672,BIF
620045,7780065,412.5,10,10,5,1.927,0.429,2.637,BIF
620055,7780065,412.5,10,10,5,0.634,0.078,2.626,SHALE
620065,7780065,412.5,10,10,5,1.450,0.276,2.708,BIF
620075,7780065,412.5,10,10,5,1.744,0.584,2.709,BIF
620085,7780065,412.5,10,10,5,2.696,0.472,2.770,BIF
620095,7780065,412.5,10,10,5,1.916,0.353,2.751,BIF
620105,7780065,412.5,10,10,5,3.351,1.013,2.721,BIF
620115,7780065,412.5,10,10,5,1.110,0.172,2.762,BIF
620125,7780065,412.5,10,10,5,2.518,0.551,2.717,BIF
620135,7780065,412.5,10,10,5,-9999,0.177,2.630,BIF
620145,7780065,412.5,10,10,5,1.022,0.120,2.652,BIF
620155,7780065,412.5,10,10,5,1.882,0.079,2.595,BIF
620165,7780065,412.5,10,10,5,0.956,0.069,2.688,WASTE
620175,7780065,412.5,10,10,5,0.208,0.034,2.588,SHALE
620185,7780065,412.5,10,10,5,0.156,0.033,2.612,SHALE
620195,7780065,412.5,10,10,5,0.080,0.009,2.576,WASTE
620005,7780075,412.5,10,10,5,0.412,0.034,2.601,SHALE
620015,7780075,412.5,10,10,5,0.523,0.039,2.532,SHALE
620025,7780075,412.5,10,10,5,0.271,0.124,2.623,WASTE
620035,7780075,412.5,10,10,5,0.928,0.059,2.644,WASTE
620045,7780075,412.5,10,10,5,1.160,0.128,2.639,BIF
620055,7780075,412.5,10,10,5,4.125,0.485,2.710,BIF
620065,7780075,412.5,10,10,5,3.498,0.238,2.806,BIF
620075,7780075,412.5,10,10,5,3.182,0.578,2.801,BIF
620085,7780075,412.5,10,10,5,2.540,0.442,2.773,BIF
620095,7780075,412.5,10,10,5,3.126,0.574,2.822,BIF
620105,7780075,412.5,10,10,5,2.749,0.378,2.788,BIF
620115,7780075,412.5,10,10,5,1.623,0.736,2.719,BIF
620125,7780075,412.5,10,10,5,3.245,0.227,2.731,BIF
620135,7780075,412.5,10,10,5,3.296,0.210,2.632,BIF
620145,7780075,412.5,10,10,5,1.584,0.195,2.676,BIF
620155,7780075,412.5,10,10,5,1.891,0.082,2.599,BIF
620165,7780075,412.5,10,10,5,0.758,0.068,2.585,WASTE
620175,7780075,412.5,10,10,5,0.347,0.037,2.602,WASTE
620185,7780075,412.5,10,10,5,0.579,0.031,2.568,SHALE
620195,7780075,412.5,10,10,5,0.146,0.031,2.620,WASTE
620005,7780085,412.5,10,10,5,0.212,0.019,2.665,WASTE
620015,7780085,412.5,10,10,5,0.617,0.047,2.567,WASTE
620025,7780085,412.5,10,10,5,0.476,0.097,2.546,WASTE
620035,7780085,412.5,10,10,5,2.261,0.375,2.700,BIF
620045,7780085,412.5,10,10,5,2.639,0.112,2.738,BIF
620055,7780085,412.5,10,10,5,2.441,0.231,2.661,BIF
620065,7780085,412.5,10,10,5,2.937,0.797,2.729,BIF
620075,7780085,412.5,10,10,5,2.174,0.500,2.787,BIF
620085,7780085,412.5,10,10,5,3.560,1.530,2.889,BIF
620095,7780085,412.5,10,10,5,3.677,1.063,2.878,BIF
620105,7780085,412.5,10,10,5,3.323,0.293,2.810,BIF
620115,7780085,412.5,10,10,5,3.090,0.331,2.879,BIF
620125,7780085,412.5,10,10,5,2.270,0.244,2.775,BIF
620135,7780085,412.5,10,10,5,4.157,0.155,2.772,BIF
620145,7780085,412.5,10,10,5,2.775,0.136,2.731,BIF
620155,7780085,412.5,10,10,5,1.247,0.231,2.689,BIF
620165,7780085,412.5,10,10,5,0.796,0.092,2.706,WASTE
620175,7780085,412.5,10,10,5,0.446,0.042,2.550,SHALE
620185,7780085,412.5,10,10,5,0.376,0.028,2.536,WASTE
620195,7780085,412.5,10,10,5,0.244,0.028,2.583,SHALE
620005,7780095,412.5,10,10,5,0.930,0.053,2.576,SHALE
620015,7780095,412.5,10,10,5,0.358,0.198,2.598,SHALE
620025,7780095,412.5,10,10,5,0.756,0.176,2.571,WASTE
620035,7780095,412.5,10,10,5,1.059,0.082,2.641,BIF
620045,7780095,412.5,10,10,5,3.424,0.283,2.791,BIF
620055,7780095,412.5,10,10,5,4.468,0.285,2.769,BIF
620065,7780095,412.5,10,10,5,2.515,0.529,2.794,BIF
620075,7780095,412.5,10,10,5,6.459,1.002,2.811,BIF
620085,7780095,412.5,10,10,5,2.582,2.719,2.868,BIF
620095,7780095,412.5,10,10,5,2.273,0.690,2.879,BIF
620105,7780095,412.5,10,10,5,2.289,0.727,2.840,BIF
620115,7780095,412.5,10,10,5,2.410,0.317,2.918,BIF
620125,7780095,412.5,10,10,5,3.881,1.803,2.835,BIF
620135,7780095,412.5,10,10,5,2.473,0.277,2.800,BIF
620145,7780095,412.5,10,10,5,1.387,0.504,2.734,BIF
620155,7780095,412.5,10,10,5,1.337,0.075,2.652,BIF
620165,7780095,412.5,10,10,5,1.066,0.133,2.662,BIF
620175,7780095,412.5,10,10,5,1.654,0.119,2.640,BIF
620185,7780095,412.5,10,10,5,0.296,0.060,2.617,WASTE
620195,7780095,412.5,10,10,5,0.311,0.078,2.535,SHALE
620005,7780105,412.5,10,10,5,0.330,0.045,2.500,WASTE
620015,7780105,412.5,10,10,5,-9999,0.022,2.643,WASTE
620025,7780105,412.5,10,10,5,1.105,0.137,2.613,BIF
620035,7780105,412.5,10,10,5,2.875,0.236,2.738,BIF
620045,7780105,412.5,10,10,5,3.412,0.622,2.766,BIF
620055,7780105,412.5,10,10,5,3.989,0.248,2.835,BIF
620065,7780105,412.5,10,10,5,3.211,0.671,2.887,BIF
620075,7780105,412.5,10,10,5,3.093,0.559,2.813,BIF
620085,7780105,412.5,10,10,5,10.496,0.550,2.936,BIF
620095,7780105,412.5,10,10,5,3.479,1.186,2.963,BIF
620105,7780105,412.5,10,10,5,9.538,1.597,2.855,BIF
620115,7780105,412.5,10,10,5,5.892,1.436,2.805,BIF
620125,7780105,412.5,10,10,5,2.240,0.875,2.882,BIF
620135,7780105,412.5,10,10,5,2.757,0.755,2.814,BIF
620145,7780105,412.5,10,10,5,4.011,0.418,2.740,BIF
620155,7780105,412.5,10,10,5,3.789,0.225,2.681,BIF
620165,7780105,412.5,10,10,5,2.031,0.206,2.682,BIF
620175,7780105,412.5,10,10,5,0.330,0.068,2.491,SHALE
620185,7780105,412.5,10,10,5,0.289,0.035,2.584,WASTE
620195,7780105,412.5,10,10,5,1.015,0.038,2.595,BIF
620005,7780115,412.5,10,10,5,0.444,0.046,2.632,WASTE
620015,7780115,412.5,10,10,5,0.634,0.047,2.635,WASTE
620025,7780115,412.5,10,10,5,1.466,0.160,2.697,BIF
620035,7780115,412.5,10,10,5,5.854,0.093,2.664,BIF
620045,7780115,412.5,10,10,5,1.339,0.361,2.722,BIF
620055,7780115,412.5,10,10,5,1.446,0.515,2.862,BIF
620065,7780115,412.5,10,10,5,3.370,0.681,2.802,BIF
620075,7780115,412.5,10,10,5,5.855,1.122,2.928,BIF
620085,7780115,412.5,10,10,5,6.179,1.550,2.795,BIF
620095,7780115,412.5,10,10,5,8.515,2.690,2.955,BIF
620105,7780115,412.5,10,10,5,6.962,0.754,2.929,BIF
620115,7780115,412.5,10,10,5,4.660,1.370,2.746,BIF
620125,7780115,412.5,10,10,5,3.546,1.191,2.782,BIF
620135,7780115,412.5,10,10,5,1.611,0.237,2.900,BIF
620145,7780115,412.5,10,10,5,3.787,0.439,2.707,BIF
620155,7780115,412.5,10,10,5,1.823,0.262,2.613,BIF
620165,7780115,412.5,10,10,5,-9999,0.098,2.594,WASTE
620175,7780115,412.5,10,10,5,0.823,0.056,2.690,SHALE
620185,7780115,412.5,10,10,5,0.638,0.073,2.556,WASTE
620195,7780115,412.5,10,10,5,0.333,0.050,2.507,WASTE
620005,7780125,412.5,10,10,5,0.527,0.021,2.599,WASTE
620015,7780125,412.5,10,10,5,0.959,0.048,2.736,WASTE
620025,7780125,412.5,10,10,5,0.951,0.059,2.656,SHALE
620035,7780125,412.5,10,10,5,3.001,0.236,2.659,BIF
620045,7780125,412.5,10,10,5,2.522,0.316,2.687,BIF
620055,7780125,412.5,10,10,5,2.186,0.346,2.747,BIF
620065,7780125,412.5,10,10,5,1.973,0.519,2.870,BIF
620075,7780125,412.5,10,10,5,7.340,0.682,2.830,BIF
620085,7780125,412.5,10,10,5,7.734,0.687,2.937,BIF
620095,7780125,412.5,10,10,5,3.073,1.211,2.955,BIF
620105,7780125,412.5,10,10,5,6.831,0.638,2.842,BIF
620115,7780125,412.5,10,10,5,3.299,1.285,2.843,BIF
620125,7780125,412.5,10,10,5,5.747,0.644,2.761,BIF
620135,7780125,412.5,10,10,5,5.958,0.621,2.732,BIF
620145,7780125,412.5,10,10,5,1.427,0.343,2.783,BIF
620155,7780125,412.5,10,10,5,2.071,0.281,2.665,BIF
620165,7780125,412.5,10,10,5,0.668,0.056,2.596,SHALE
620175,7780125,412.5,10,10,5,1.776,0.040,2.675,BIF
620185,7780125,412.5,10,10,5,0.400,0.055,2.618,SHALE
620195,7780125,412.5,10,10,5,0.278,0.038,2.553,SHALE
620005,7780135,412.5,10,10,5,0.344,0.040,2.566,WASTE
620015,7780135,412.5,10,10,5,1.381,0.047,2.681,BIF
620025,7780135,412.5,10,10,5,0.432,0.069,2.648,SHALE
620035,7780135,412.5,10,10,5,1.307,0.056,2.730,BIF
620045,7780135,412.5,10,10,5,2.044,0.280,2.745,BIF
620055,7780135,412.5,10,10,5,1.701,0.374,2.705,BIF
620065,7780135,412.5,10,10,5,2.054,0.820,2.832,BIF
620075,7780135,412.5,10,10,5,3.093,0.510,2.836,BIF
620085,7780135,412.5,10,10,5,4.973,0.652,2.926,BIF
620095,7780135,412.5,10,10,5,3.896,0.556,2.848,BIF
620105,7780135,412.5,10,10,5,8.327,0.989,2.840,BIF
620115,7780135,412.5,10,10,5,3.082,0.582,2.942,BIF
620125,7780135,412.5,10,10,5,2.016,0.614,2.780,BIF
620135,7780135,412.5,10,10,5,3.234,0.235,2.815,BIF
620145,7780135,412.5,10,10,5,3.526,0.312,2.677,BIF
620155,7780135,412.5,10,10,5,1.759,0.147,2.641,BIF
620165,7780135,412.5,10,10,5,0.852,0.265,2.640,SHALE
620175,7780135,412.5,10,10,5,0.714,0.058,2.662,SHALE
620185,7780135,412.5,10,10,5,0.507,0.033,2.629,SHALE
620195,7780135,412.5,10,10,5,0.353,0.041,2.584,WASTE
620005,7780145,412.5,10,10,5,0.312,0.020,2.647,WASTE
620015,7780145,412.5,10,10,5,0.899,0.076,2.483,WASTE
620025,7780145,412.5,10,10,5,0.819,0.078,2.684,SHALE
620035,7780145,412.5,10,10,5,2.306,0.308,2.669,BIF
620045,7780145,412.5,10,10,5,1.699,0.093,2.798,BIF
620055,7780145,412.5,10,10,5,2.215,0.300,2.754,BIF
620065,7780145,412.5,10,10,5,4.925,0.345,2.779,BIF
620075,7780145,412.5,10,10,5,3.113,1.168,2.803,BIF
620085,7780145,412.5,10,10,5,4.932,0.222,2.823,BIF
620095,7780145,412.5,10,10,5,2.098,0.299,2.925,BIF
620105,7780145,412.5,10,10,5,2.449,1.016,2.845,BIF
620115,7780145,412.5,10,10,5,2.905,0.612,2.833,BIF
620125,7780145,412.5,10,10,5,3.223,0.305,2.784,BIF
620135,7780145,412.5,10,10,5,3.452,0.371,2.773,BIF
620145,7780145,412.5,10,10,5,2.636,0.256,2.761,BIF
620155,7780145,412.5,10,10,5,0.758,0.239,2.639,WASTE
620165,7780145,412.5,10,10,5,0.721,0.069,2.696,SHALE
620175,7780145,412.5,10,10,5,0.463,0.051,2.573,SHALE
620185,7780145,412.5,10,10,5,0.570,0.041,2.558,SHALE
620195,7780145,412.5,10,10,5,0.278,0.027,2.569,WASTE
620005,7780155,412.5,10,10,5,0.349,0.059,2.637,SHALE
620015,7780155,412.5,10,10,5,0.689,0.027,2.581,WASTE
620025,7780155,412.5,10,10,5,0.415,0.076,2.590,SHALE
620035,7780155,412.5,10,10,5,0.785,0.153,2.644,SHALE
620045,7780155,412.5,10,10,5,1.511,0.500,2.598,BIF
620055,7780155,412.5,10,10,5,1.774,0.614,2.690,BIF
620065,7780155,412.5,10,10,5,3.437,0.384,2.753,BIF
620075,7780155,412.5,10,10,5,1.301,0.370,2.835,BIF
620085,7780155,412.5,10,10,5,4.081,0.196,2.806,BIF
620095,7780155,412.5,10,10,5,1.568,0.311,2.719,BIF
620105,7780155,412.5,10,10,5,3.998,0.199,2.845,BIF
620115,7780155,412.5,10,10,5,5.382,0.370,2.786,BIF
620125,7780155,412.5,10,10,5,1.746,0.379,2.696,BIF
620135,7780155,412.5,10,10,5,1.732,0.173,2.693,BIF
620145,7780155,412.5,10,10,5,1.415,0.308,2.737,BIF
620155,7780155,412.5,10,10,5,0.871,0.084,2.702,WASTE
620165,7780155,412.5,10,10,5,0.478,0.174,2.618,SHALE
620175,7780155,412.5,10,10,5,0.239,0.081,2.615,SHALE
620185,7780155,412.5,10,10,5,0.195,0.023,2.588,WASTE
620195,7780155,412.5,10,10,5,0.371,0.024,2.622,SHALE
620005,7780165,412.5,10,10,5,0.382,0.037,2.510,WASTE
620015,7780165,412.5,10,10,5,0.616,0.058,2.640,WASTE
620025,7780165,412.5,10,10,5,0.673,0.084,2.628,SHALE
620035,7780165,412.5,10,10,5,0.707,0.164,2.640,WASTE
620045,7780165,412.5,10,10,5,3.108,0.198,2.589,BIF
620055,7780165,412.5,10,10,5,2.198,0.148,2.651,BIF
620065,7780165,412.5,10,10,5,1.877,0.206,2.701,BIF
620075,7780165,412.5,10,10,5,3.077,0.201,2.662,BIF
620085,7780165,412.5,10,10,5,2.189,0.478,2.727,BIF
620095,7780165,412.5,10,10,5,1.989,0.423,2.707,BIF
620105,7780165,412.5,10,10,5,3.352,0.173,2.684,BIF
620115,7780165,412.5,10,10,5,3.446,0.229,2.683,BIF
620125,7780165,412.5,10,10,5,6.068,0.219,2.575,BIF
620135,7780165,412.5,10,10,5,1.340,0.090,2.631,BIF
620145,7780165,412.5,10,10,5,3.185,0.137,2.654,BIF
620155,7780165,412.5,10,10,5,0.974,0.074,2.626,SHALE
620165,7780165,412.5,10,10,5,0.679,0.027,2.570,WASTE
620175,7780165,412.5,10,10,5,0.197,0.022,2.565,SHALE
620185,7780165,412.5,10,10,5,0.241,0.025,2.577,SHALE
620195,7780165,412.5,10,10,5,0.234,0.028,2.550,WASTE
620005,7780175,412.5,10,10,5,0.085,0.023,2.641,WASTE
620015,7780175,412.5,10,10,5,0.300,0.025,2.609,SHALE
620025,7780175,412.5,10,10,5,0.880,0.109,2.635,WASTE
620035,7780175,412.5,10,10,5,0.733,0.042,2.579,WASTE
620045,7780175,412.5,10,10,5,0.923,0.111,2.659,SHALE
620055,7780175,412.5,10,10,5,1.286,0.050,2.527,BIF
620065,7780175,412.5,10,10,5,1.069,0.239,2.643,BIF
620075,7780175,412.5,10,10,5,3.157,0.099,2.651,BIF
620085,7780175,412.5,10,10,5,2.131,0.129,2.706,BIF
620095,7780175,412.5,10,10,5,-9999,0.439,2.691,BIF
620105,7780175,412.5,10,10,5,2.312,0.503,2.677,BIF
620115,7780175,412.5,10,10,5,4.339,0.268,2.744,BIF
620125,7780175,412.5,10,10,5,2.168,0.085,2.730,BIF
620135,7780175,412.5,10,10,5,0.884,0.074,2.651,SHALE
620145,7780175,412.5,10,10,5,1.204,0.084,2.613,BIF
620155,7780175,412.5,10,10,5,0.333,0.048,2.588,SHALE
620165,7780175,412.5,10,10,5,0.609,0.064,2.521,SHALE
620175,7780175,412.5,10,10,5,0.334,0.043,2.596,WASTE
620185,7780175,412.5,10,10,5,0.075,0.030,2.548,WASTE
620195,7780175,412.5,10,10,5,0.208,0.024,2.629,WASTE
620005,7780185,412.5,10,10,5,0.156,0.031,2.599,WASTE
620015,7780185,412.5,10,10,5,0.344,0.006,2.611,SHALE
620025,7780185,412.5,10,10,5,0.358,0.030,2.534,SHALE
620035,7780185,412.5,10,10,5,1.110,0.054,2.636,BIF
620045,7780185,412.5,10,10,5,0.854,0.081,2.487,SHALE
620055,7780185,412.5,10,10,5,0.643,0.057,2.523,WASTE
620065,7780185,412.5,10,10,5,0.408,0.180,2.688,SHALE
620075,7780185,412.5,10,10,5,0.829,0.152,2.700,SHALE
620085,7780185,412.5,10,10,5,1.166,0.088,2.631,BIF
620095,7780185,412.5,10,10,5,0.793,0.086,2.593,SHALE
620105,7780185,412.5,10,10,5,2.922,0.082,2.661,BIF
620115,7780185,412.5,10,10,5,1.958,0.155,2.602,BIF
620125,7780185,412.5,10,10,5,1.295,0.070,2.542,BIF
620135,7780185,412.5,10,10,5,1.118,0.120,2.565,BIF
620145,7780185,412.5,10,10,5,0.464,0.153,2.648,WASTE
620155,7780185,412.5,10,10,5,0.567,0.041,2.568,SHALE
620165,7780185,412.5,10,10,5,0.546,0.059,2.565,SHALE
620175,7780185,412.5,10,10,5,0.128,0.053,2.541,WASTE
620185,7780185,412.5,10,10,5,0.122,0.027,2.514,SHALE
620195,7780185,412.5,10,10,5,0.057,0.014,2.523,SHALE
620005,7780195,412.5,10,10,5,0.105,0.069,2.606,SHALE
620015,7780195,412.5,10,10,5,0.170,0.030,2.558,WASTE
620025,7780195,412.5,10,10,5,0.171,0.013,2.461,SHALE
620035,7780195,412.5,10,10,5,0.161,0.032,2.543,WASTE
620045,7780195,412.5,10,10,5,0.345,0.038,2.628,SHALE
620055,7780195,412.5,10,10,5,1.161,0.057,2.624,BIF
620065,7780195,412.5,10,10,5,0.416,0.057,2.498,WASTE
620075,7780195,412.5,10,10,5,1.080,0.084,2.631,BIF
620085,7780195,412.5,10,10,5,1.672,0.063,2.646,BIF
620095,7780195,412.5,10,10,5,0.752,0.025,2.611,SHALE
620105,7780195,412.5,10,10,5,0.823,0.051,2.595,WASTE
620115,7780195,412.5,10,10,5,1.055,0.020,2.666,BIF
620125,7780195,412.5,10,10,5,0.765,0.058,2.575,WASTE
620135,7780195,412.5,10,10,5,0.588,0.039,2.596,SHALE
620145,7780195,412.5,10,10,5,0.669,0.065,2.612,SHALE
620155,7780195,412.5,10,10,5,0.673,0.036,2.660,SHALE
620165,7780195,412.5,10,10,5,0.247,0.039,2.520,WASTE
620175,7780195,412.5,10,10,5,0.227,0.023,2.580,WASTE
620185,7780195,412.5,10,10,5,0.311,0.014,2.629,WASTE
620195,7780195,412.5,10,10,5,0.106,0.016,2.480,WASTE
620005,7780005,417.5,10,10,5,0.028,0.028,2.560,SHALE
620015,7780005,417.5,10,10,5,0.029,0.021,2.580,WASTE
620025,7780005,417.5,10,10,5,0.105,0.010,2.579,WASTE
620035,7780005,417.5,10,10,5,0.068,0.009,2.528,SHALE
620045,7780005,417.5,10,10,5,0.116,0.016,2.479,SHALE
620055,7780005,417.5,10,10,5,0.197,0.036,2.521,SHALE
620065,7780005,417.5,10,10,5,0.072,0.010,2.508,SHALE
620075,7780005,417.5,10,10,5,0.248,0.043,2.563,SHALE
620085,7780005,417.5,10,10,5,0.356,0.022,2.659,WASTE
620095,7780005,417.5,10,10,5,0.195,0.023,2.539,WASTE
620105,7780005,417.5,10,10,5,0.107,0.035,2.514,SHALE
620115,7780005,417.5,10,10,5,0.199,0.014,2.558,SHALE
620125,7780005,417.5,10,10,5,0.187,0.037,2.612,SHALE
620135,7780005,417.5,10,10,5,0.092,0.009,2.555,SHALE
620145,7780005,417.5,10,10,5,0.135,0.024,2.578,WASTE
620155,7780005,417.5,10,10,5,0.073,0.028,2.520,SHALE
620165,7780005,417.5,10,10,5,0.096,0.018,2.537,WASTE
620175,7780005,417.5,10,10,5,0.117,0.029,2.634,SHALE
620185,7780005,417.5,10,10,5,0.043,0.017,2.556,SHALE
620195,7780005,417.5,10,10,5,0.106,0.012,2.595,SHALE
620005,7780015,417.5,10,10,5,0.053,0.030,2.486,WASTE
620015,7780015,417.5,10,10,5,-9999,0.019,2.615,SHALE
620025,7780015,417.5,10,10,5,0.130,0.020,2.576,WASTE
